T,TM,Tm,SLP,H,VV,V,VM
20.4,28.1,12.4,1012.5,55,2.6,16.1,29.4
21.2,29,11,1014.2,52,3.2,8,16.5
,,,,,,,
24.7,32.5,18,1012.1,49,2.6,5,11.1
22.8,30.5,16.5,1011.1,59,1.9,4.4,11.1
21.3,28.5,12.5,1010.6,41,3.1,8.3,22.2
,,,,,,,
,,,,,,,
,,,,,,,
23.4,30,12,1008.3,41,2.6,5.9,14.8
22.8,30.7,17.6,1008,54,2.9,12,22.2
20.7,28.2,14.6,1007.6,67,2.6,8.1,18.3
,,,,,,,
,,,,,,,
,,,,,,,
18.4,24,9,1015.3,49,3.2,9.1,20.6
19.6,26,9.1,1016.4,50,2.7,6.5,22.2
21.4,28,10.5,1013.7,50,2.4,8.5,22.2
,,,,,,,
,,,,,,,
,,,,,,,
23.6,30,15.6,1011.7,57,2.6,7.6,18.3
24.2,30,15.4,1012.2,53,2.7,11.3,24.1
26.6,34,16.2,1011.6,47,2.9,10.9,22.2
,,,,,,,
,,,,,,,
,,,,,,,
27.8,35,17.7,1010.4,41,3.4,12.8,27.8
29.1,35,20.8,1009.8,38,3.2,16.1,35.2
30.6,37,21.8,1009.5,41,3.1,13.1,27.8
,,,,,,,
,,,,,,,
,,,,,,,
31.2,38.5,23.3,1007.5,41,2.9,8.3,18.3
32.8,39,23.2,1004.7,36,3.2,11.1,22.2
31.7,39.4,23,1004.2,34,3.5,10.7,25.9
32.8,39,21.4,1004.9,30,3.7,10.7,22.2
,,,,,,,
,,,,,,,
,,,,,,,
28.8,38,19.2,1008,32,1.9,5.9,18.3
27.5,34.4,16.5,1010.8,28,2.7,10,20.6
27.3,33.6,19,1010.8,29,3.9,13.3,25.9
,,,,,,,
,,,,,,,
,,,,,,,
31.6,40,19.9,1006.3,27,2.9,5.6,11.1
32.4,40.5,20.7,1004.5,33,2.3,2.6,9.4
33,40.6,22,1002.1,29,3.2,8.5,24.1
,,,,,,,
,,,,,,,
,,,,,,,
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
34.9,43.2,28.9,999.7,45,2.7,9.1,21.7
33.5,40.2,28.5,1001.9,49,2.3,8.5,22.2
33.9,40,26.8,1001.9,31,3.2,11.1,22.2
,,,,,,,
,,,,,,,
,,,,,,,
32.6,38.2,22.5,1006.3,33,2.7,11.9,51.9
32.2,38.5,24,1004.8,37,2.9,13.3,39.6
32.1,39,24,1005.4,40,3.1,5.9,20.6
,,,,,,,
32.2,38.1,23.1,1007.2,35,3.7,5.7,13
32.3,39.6,22,1006.8,37,3.2,4.4,13
32.6,40,24.4,1006.6,35,2.3,7.4,18.3
,,,,,,,
,,,,,,,
,,,,,,,
36.6,44,25.3,1003.7,27,3.4,8,18.3
36.6,44.1,27.6,1002.7,30,2.6,3.5,9.4
35.6,42.8,28,1001.5,36,3.2,10.7,20.6
,,,,,,,
,,,,,,,
,,,,,,,
36,41.8,27.5,1002,35,2.7,6.7,18.3
37.2,43,27.8,999.8,28,3.1,6.7,14.8
37.9,44,28.1,998.3,24,3.2,10.2,22.2
,,,,,,,
,,,,,,,
,,,,,,,
32.3,40.2,27.4,1001.4,45,3.2,6.5,18.3
34,41.4,28.4,1000,38,3.4,5.4,22.2
31.2,39,24,1001.5,45,2.1,9.8,22.2
,,,,,,,
,,,,,,,
,,,,,,,
36.4,41.6,28.5,999.1,36,3.4,4.3,11.1
37.8,44,29,997.3,33,3.1,8.3,22.2
35.3,43.9,29.3,998,46,3.9,13.3,18.3
,,,,,,,
,,,,,,,
,,,,,,,
29.4,37,26,1000.2,69,2.9,9.4,20.6
32.9,37,24.9,1000.7,52,2.4,5,14.8
34.9,40,26,999.4,38,2.6,6.7,13
37.3,42.5,28.7,996.6,32,3.4,12.2,35.2
,,,,,,,
,,,,,,,
,,,,,,,
31.7,43,26,1003.5,51,3.2,14.3,37
30.3,37.2,25,1002.1,62,3.5,8.9,18.3
32.9,37,26.4,1000.6,53,2.7,4.8,13
,,,,,,,
,,,,,,,
,,,,,,,
36.6,42,28.1,997.5,33,3.5,13.3,29.4
36.1,42,29,1000.4,37,2.9,12.8,43.2
34.7,41.6,28.6,998.9,39,3.1,11.3,22.2
,,,,,,,
,,,,,,,
,,,,,,,
30.2,37,24,998,72,3.2,10.2,27.8
27.6,37.4,23.2,998.3,79,2.6,5.6,14.8
27.7,32.2,23.7,999,85,2.4,6.7,13
,,,,,,,
,,,,,,,
,,,,,,,
35.7,39,30,997.7,58,3.1,6.7,13
35.2,39.4,30.4,998.9,62,3.4,7.6,18.3
35.6,39,30.5,998.5,59,3.4,9.4,18.3
,,,,,,,
,,,,,,,
,,,,,,,
30.3,34.5,25.4,995.6,84,2.4,3.3,9.4
28.1,35.1,26,996.9,91,1.9,6.5,14.8
32,37,26.7,996.5,75,2.3,3.7,9.4
,,,,,,,
,,,,,,,
,,,,,,,
31.3,35.8,25.2,1000.4,74,2.7,3.9,11.1
31.9,36.5,28.2,999.1,72,2.4,6.3,13
34.4,37.6,29.6,998.6,58,2.9,7.4,14.8
,,,,,,,
,,,,,,,
,,,,,,,
31.1,35,27,999.4,69,3.2,7.8,14.8
33.2,36.5,28.4,999.6,64,3.7,9.6,18.3
31.6,36.4,28.4,1000.2,76,3.2,6.1,14.8
,,,,,,,
,,,,,,,
,,,,,,,
34.1,38,28,997.6,64,2.7,5,18.3
29.2,38.4,25,998,84,2.3,6.9,18.3
32.5,36,28,997.5,70,3.1,10,18.3
,,,,,,,
,,,,,,,
,,,,,,,
29.6,33.4,26.6,997.3,84,2.4,9.3,16.5
31.6,35,26.4,999.1,74,3.2,8.9,13
32.2,35,28.6,1000.7,69,3.7,9.3,16.5
,,,,,,,
,,,,,,,
,,,,,,,
28.3,34.1,27,1001.1,89,2.1,4.6,18.3
28.8,32,26.8,1001.6,84,2.3,9.6,18.3
29.8,32,27,1000.2,78,2.7,10.2,14.8
31.2,35,27.3,997.2,69,2.9,18.7,27.8
,,,,,,,
,,,,,,,
,,,,,,,
29.8,36.1,26,1001.8,84,2.3,3.5,11.1
31.7,36,26.5,1001.5,77,2.7,4.8,13
29.2,35.6,27,999.3,87,1.6,3.5,18.3
,,,,,,,
,,,,,,,
,,,,,,,
31.3,35,27.3,1001.2,68,2.9,13.1,22.2
31.6,36,27.4,1003.3,63,3.7,7.2,14.8
32.4,37,28.5,-,62,3.4,10.7,22.2
,,,,,,,
,,,,,,,
,,,,,,,
27.9,37.8,26,1003.2,92,1.6,6.1,14.8
32,36,26.5,1001.8,70,3.1,9.6,28.7
32.1,36,28.3,1001.3,72,3.2,8.5,16.5
,,,,,,,
,,,,,,,
,,,,,,,
31.1,35,27.2,999.9,76,2.4,3.9,11.1
29.1,35.3,25.2,1000.4,84,2.4,4.3,22.2
31,36,24.8,1000,71,3.2,3.7,9.4
,,,,,,,
,,,,,,,
,,,,,,,
28.2,35.5,25.6,1003.7,89,1.6,6.1,20.6
28.7,33,25.5,1002.6,81,2.3,9.4,22.2
28.2,32.6,26,1002.8,78,2.7,9.8,22.2
30.7,35,25.2,1003.9,70,3.4,8.1,18.3
,,,,,,,
,,,,,,,
,,,,,,,
28.9,36.1,24.2,1005.5,76,2.9,6.7,13
31.2,35,26.5,1005.5,67,2.7,5.7,13
31.6,35.1,26.8,1003.9,65,3.1,6.7,11.1
,,,,,,,
,,,,,,,
,,,,,,,
32.2,36.2,27,1006.2,63,2.9,4.6,11.1
32.1,36.6,27.5,1005.6,67,2.4,3,7.6
32.7,36.1,27,1005.1,53,2.9,6.7,14.8
,,,,,,,
,,,,,,,
,,,,,,,
31.6,36,25.6,1002.8,59,2.6,1.1,7.6
31.6,37,25,1002.9,57,2.7,3,11.1
30.7,36.9,24.8,1002.7,69,2.9,6.9,11.1
,,,,,,,
,,,,,,,
,,,,,,,
30.2,35,23.8,1004.5,67,3.1,8.9,14.8
30.4,35.1,25,1005.7,66,3.4,5.7,18.3
30.8,36,23.8,1005.9,58,3.1,2.6,11.1
,,,,,,,
,,,,,,,
,,,,,,,
28.8,36,22,1005.9,55,3.4,5.7,22.2
29.9,36.4,21.9,1006,47,3.9,8,24.1
30.5,36.4,21.3,1007.9,53,3.7,7.2,14.8
,,,,,,,
,,,,,,,
,,,,,,,
29.6,36,21.6,1007.6,54,2.9,6.1,18.3
28.8,35.8,22.4,1006.9,63,2.6,3.9,11.1
29.6,36,22.5,1007.6,58,2.7,2.4,11.1
,,,,,,,
,,,,,,,
,,,,,,,
29,35,21.6,1004.5,57,2.6,4.4,14.8
28.8,36.4,21.5,1004.4,56,2.6,2.4,13
28.2,36.5,19.2,1005.1,54,2.7,3.5,16.5
,,,,,,,
,,,,,,,
,,,,,,,
28.5,36,19.4,1008.8,58,2.4,0.6,9.4
27.8,36.3,20.5,1007.5,62,1.3,2,13
25.9,35.3,18.4,1005.6,61,1.6,3.1,11.1
,,,,,,,
,,,,,,,
,,,,,,,
23.8,33,17,1013.7,63,1.6,2.6,7.6
23.8,33.1,16.1,1014,67,1.9,0.7,5.4
23.8,33.2,17.3,1012.8,69,1.8,0.7,5.4
,,,,,,,
,,,,,,,
,,,,,,,
22.6,30,16.4,1013.3,77,1.1,0,-
23.5,31.4,17.6,1014,72,1.6,1.7,9.4
23.3,32,19.4,1012.9,79,1.3,2.6,9.4
22.7,30.3,17.5,1013.5,78,1.1,0.4,3.5
,,,,,,,
,,,,,,,
,,,,,,,
21.1,30,16,1014.4,73,0.6,1.9,11.1
19.7,30.2,14,1014,82,0.3,0.4,3.5
20.1,30.4,13.8,1013.2,71,0.5,0.9,7.6
,,,,,,,
,,,,,,,
,,,,,,,
19.3,28.5,12.4,1010.9,74,0.6,0.4,3.5
20.1,28.5,14.6,1011.2,73,0.8,1.9,7.6
18.8,27.7,13.2,1012.4,76,1.1,0.6,-
,,,,,,,
,,,,,,,
,,,,,,,
18.1,24.3,13.5,1016.5,60,1.8,5.6,14.8
15.9,24.5,9.4,1017.3,58,1.4,3.9,11.1
16,24.4,10.2,1015.1,59,1.8,5.2,18.3
,,,,,,,
,,,,,,,
,,,,,,,
16.9,26.5,8.6,1016,57,1.9,3.5,9.4
16.9,27.5,8.6,1016.7,63,1.6,1.1,9.4
16.3,27.5,9,1013.9,63,1.9,5,13
,,,,,,,
,,,,,,,
,,,,,,,
15.7,27.1,8.2,1015.7,66,1.6,1.7,13
15.2,26,7.4,1017,65,1.6,0,-
15.1,26.4,8,1016.6,72,1.3,0.7,5.4
,,,,,,,
,,,,,,,
,,,,,,,
17.4,25,12,1015.7,47,1.9,6.1,22.2
16.6,25.2,9.4,1015.4,52,1.9,6.7,22.2
16.1,26.6,0.7,1015.3,60,1.9,1.7,9.4
,,,,,,,
,,,,,,,
,,,,,,,
15.7,21.7,12,1018.2,85,1,3.3,7.6
13.6,21.3,9.6,1020.1,83,0.8,4.8,11.1
12.7,19.5,8,1021,78,1,6.1,11.1
,,,,,,,
,,,,,,,
,,,,,,,
15.2,25.6,9.6,1019.9,70,1.4,4.4,9.4
16.4,23.7,9.6,1020.6,82,0.5,2.8,9.4
17.4,25,12,1020.8,76,0.8,1.3,9.4
,,,,,,,
,,,,,,,
,,,,,,,
13.5,25.1,7,1017.8,79,1,3.9,13
14.4,23.2,7.1,1017.7,74,1.3,2,7.6
15.1,25,7.6,1017.1,71,1.3,3.5,13
,,,,,,,
,,,,,,,
,,,,,,,
-,-,-,-,-,-,-,-
