T,TM,Tm,SLP,H,VV,V,VM
36.5,43,27,1001.8,35,2.6,4.1,22.2
37.3,42.4,27.4,1002.4,32,2.6,4.8,14.8
,,,,,,,
,,,,,,,
,,,,,,,
37.3,43.7,28.6,997.4,44,2.6,9.4,22.2
37.3,42.8,31.2,996.2,49,2.6,8.3,14.8
36.2,41.5,30.7,995.3,50,2.9,10.9,18.3
,,,,,,,
,,,,,,,
,,,,,,,
32.9,39,27.4,996.6,50,2.4,9.4,27.8
34.6,39,26,998.4,49,2.4,6.7,16.5
37.4,41,30.6,998.8,31,1.9,14.1,27.8
,,,,,,,
,,,,,,,
,,,,,,,
32.7,37.5,24.7,1002.3,55,2.4,7.4,18.3
36,40,26.6,1001.7,46,3.1,9.1,22.2
37.7,42,30.7,1000.9,37,2.6,11.9,22.2
37.6,43,28.7,1001.2,42,2.4,2.8,11.1
,,,,,,,
,,,,,,,
,,,,,,,
34.6,40.3,28.7,1001.1,51,2.7,10.2,25.9
35.9,41,28.6,998.6,50,2.6,8.5,18.3
35.7,41.2,30,997.6,48,2.3,9.3,27.8
,,,,,,,
,,,,,,,
,,,,,,,
36,41,27.6,997.7,46,2.4,12.8,25.9
32.6,40.7,26,996.9,59,2.6,11.9,29.4
34.7,38,30.5,995.4,55,2.4,10.4,18.3
,,,,,,,
,,,,,,,
,,,,,,,
35.6,40,30,1000.7,57,3.1,9.4,25.9
31.1,40.1,26,999.8,74,2.4,7.6,14.8
32.9,38.6,27,999.7,64,2.4,8.9,16.5
,,,,,,,
,,,,,,,
,,,,,,,
35.5,39.9,31.2,999.7,60,2.4,9.8,18.3
34.9,39.6,29.6,999.6,61,2.4,7.8,14.8
34.4,39.4,26,998.3,63,2.3,8,14.8
,,,,,,,
,,,,,,,
,,,,,,,
32.2,39.8,25.4,995.4,73,2.3,8.3,14.8
28.4,36.6,24.4,998.1,82,2.4,5.2,9.4
29.6,32,25.7,997.6,80,2.3,2,7.6
,,,,,,,
,,,,,,,
,,,,,,,
33.6,36.7,28.8,996.7,66,5.8,5.9,11.1
30.7,36.9,28.8,996.8,78,2.3,5.4,27.8
33.3,37,27.8,996.2,68,2.6,6.7,11.1
,,,,,,,
,,,,,,,
,,,,,,,
31.1,34.2,27.8,997.8,78,2.6,6.9,24.1
30.4,35.4,26.7,997.8,82,2.1,5.2,14.8
31,35.2,26,997.9,80,2.4,7.2,18.3
,,,,,,,
,,,,,,,
,,,,,,,
32.4,35.2,26.2,999,72,2.9,13.5,25.9
34.1,37,28.5,998.5,63,3.2,13,22.2
34.1,37.2,29,998.4,61,2.6,11.5,22.2
,,,,,,,
,,,,,,,
,,,,,,,
31.9,35,28.3,1001.3,72,2.1,2.8,9.4
30.3,35,27.6,1002.6,83,2.3,6.5,16.5
28.3,35.8,26.8,1003.9,89,1.6,4.3,11.1
,,,,,,,
,,,,,,,
,,,,,,,
29.2,31,26,1000,85,1.8,4.6,13
29.1,32.6,26.4,998.6,85,1.8,5.9,13
30.9,35,26,997.4,73,2.6,6.5,11.1
32.6,36,26.2,997.8,66,3.4,5.6,9.4
,,,,,,,
,,,,,,,
,,,,,,,
33.3,36,26.4,999.7,67,3.2,7.8,18.3
33.4,36.5,28.6,999.9,66,2.9,9.8,16.5
31.2,36.7,28,997.8,75,2.7,9.1,14.8
,,,,,,,
,,,,,,,
,,,,,,,
29.9,34,25.5,1000.2,80,1.4,3.3,11.1
29,33.7,26,999.1,85,2.1,6.5,22.2
31.3,34.5,27,997.6,71,3.2,12.2,22.2
,,,,,,,
,,,,,,,
,,,,,,,
31.7,34,26.4,999,71,2.6,2,11.1
32.6,36,27.6,999.6,70,2.7,10.6,20.6
31.2,35.9,26.1,1000.4,71,3.2,8.7,18.3
,,,,,,,
,,,,,,,
,,,,,,,
31,35,26.8,1004.1,76,2.6,6.1,14.8
30.8,35.2,26.8,1005,76,2.7,3.7,18.3
31.4,36,25.5,-,73,3.1,6.5,13
,,,,,,,
,,,,,,,
,,,,,,,
27.3,33.3,24,1002.4,89,2.1,7.8,27.8
27.8,31,25.2,1001.3,88,2.4,4.6,7.6
30.7,34,25.5,1000.1,73,2.6,13.7,22.2
30.7,34,25,1000.5,65,3.4,12,27.8
,,,,,,,
,,,,,,,
,,,,,,,
31.1,35,25,1003.1,64,3.2,10.4,18.3
31.3,35,26,1004.6,63,3.2,11.5,18.3
31.5,35.5,26.1,-,60,3.2,13.5,22.2
,,,,,,,
,,,,,,,
,,,,,,,
31.4,36,26.7,1006.7,65,3.1,8.3,13
30.4,35.6,25.7,1006.5,72,2.9,4.3,14.8
31.6,35,25.7,1005.3,63,2.6,3.7,-
,,,,,,,
,,,,,,,
,,,,,,,
31.7,37.1,26,1003.2,63,2.9,1.7,5.4
32.5,37.2,25.3,1003,59,3.1,1.7,7.6
32.6,37.4,27,1005.8,63,2.6,6.3,13
,,,,,,,
,,,,,,,
,,,,,,,
30.7,34.8,25.6,1004.5,66,2.6,3.3,11.1
31.2,35,25.2,-,63,2.7,3,9.4
31.4,35.2,26,1005.8,62,3.1,2,7.6
,,,,,,,
,,,,,,,
,,,,,,,
31.9,36,26.5,1007.2,66,2.3,2.4,7.6
32.4,36.4,27.5,1007.8,65,3.1,3.5,11.1
32.7,36.1,27.7,-,64,2.6,3.3,7.6
,,,,,,,
,,,,,,,
,,,,,,,
30.3,35,24.7,1007.3,62,2.3,7.6,18.3
29.9,35,23,1006.3,60,2.6,6.7,24.1
30,36,22.5,1004.9,63,2.6,3,7.6
,,,,,,,
,,,,,,,
,,,,,,,
28.6,35,19.8,1008.2,49,3.7,11.5,22.2
28.3,35.2,19,1009.4,53,3.4,9.1,35.9
26.8,35.2,17.5,1010.4,57,2.6,5.7,13
,,,,,,,
,,,,,,,
,,,,,,,
27.6,35,17.6,1007.6,53,3.1,5.9,13
27.7,35,18.6,1006.9,52,3.1,7.8,28.7
27.3,35,19,1007.8,55,3.2,7.2,27.8
,,,,,,,
,,,,,,,
,,,,,,,
27.2,34.5,19.5,1009,58,3.1,11.1,25.9
26.4,33,18.4,1012.4,60,2.6,4.6,14.8
25.4,33.4,16.5,1014.3,62,1.6,5,14.8
,,,,,,,
,,,,,,,
,,,,,,,
23.7,31.7,15.5,1017.7,69,1,1.3,5.4
23.4,31.1,14.2,1016,60,1.1,3,7.6
22.6,30.6,15.8,1015.4,69,0.5,1.1,5.4
23.9,32,14.5,1015.6,63,1,2,5.4
,,,,,,,
,,,,,,,
,,,,,,,
23.2,30.2,14,1012.6,55,1.1,7.4,18.3
22.5,29.5,15.6,1013.3,56,1.1,11.7,22.2
21.7,30,12.2,1014.5,52,1.1,6.3,16.5
,,,,,,,
-,-,-,-,-,-,-,-
,,,,,,,
,,,,,,,
22.2,30.2,13.6,1015.6,63,1.6,1.5,3.5
20.8,29.3,12.1,1016.7,58,1.8,3.5,9.4
20.7,28.8,10.6,1017.8,56,1.8,6.1,16.5
,,,,,,,
,,,,,,,
,,,,,,,
20.8,29,10.5,1013.9,61,1.8,2.6,7.6
22,31,10.7,1013.2,56,1.8,2.4,14.8
21.4,30.6,10.8,1011.9,54,2.6,7.8,18.3
,,,,,,,
,,,,,,,
,,,,,,,
24.2,31,16.5,1013,36,2.9,13.9,22.2
22.7,30.8,13.6,1012,38,3.4,11.9,20.6
21.4,29.6,12.7,1013.7,40,2.6,8,20.6
,,,,,,,
,,,,,,,
19.2,25.9,11.9,1017,84,0.8,2.6,9.4
18.9,25.8,11.5,1017.9,77,0.6,5,13
19.3,27,11.7,1019.6,57,1.8,5.2,11.1
,,,,,,,
,,,,,,,
,,,,,,,
17.8,24.8,11.2,1017,74,0.6,0.7,7.6
15.8,24.3,8.7,1015.8,77,0.8,1.7,7.6
18.2,27,7.7,1013.7,72,0.6,1.1,7.6
,,,,,,,
,,,,,,,
,,,,,,,
19,27.1,10.5,1015.1,61,1.6,3.3,9.4
18,26.6,10.5,1017.1,61,1.9,8,14.8
17.2,24.2,10,1017.2,58,1.6,9.3,22.2
,,,,,,,
,,,,,,,
,,,,,,,
16.3,23,6.6,1016.9,61,1,9.4,20.6
18.1,24,11.2,1015.4,56,1.8,15.9,25.9
17.8,25,10.7,1015.8,54,2.3,9.4,22.2
,,,,,,,
,,,,,,,
,,,,,,,
13.9,24.5,11.4,1015,95,0.6,8.7,14.8
16.3,23,9.8,1016.9,78,1.1,7.4,16.5
16.3,23.4,9,1017.3,68,1.3,7.8,18.3
,,,,,,,
,,,,,,,
,,,,,,,
-,-,-,-,-,-,-,-
